16122565,01122565,16112565,01112565,16102565,16092565,01092565,16082565,01082565,01072565,20062565,16062565,01052565,16042565,01042565,01025365,16022565,01022565,18012565,16012565,01012565
"1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391","1,391"
"1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454","1,454"
"1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313","1,313"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200"
"1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145"
"1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336","1,336"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293","1,293"
"1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469"
"1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115"
"1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110","1,110"
"1,633","1,633","1,633","1,633","1,633","1,610","1,610","1,610","1,610","1,622","1,622","1,622","1,622","1,645","1,645","1,645","1,645","1,645","1,645","1,645","1,645"
"1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384","1,384"
"1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243"
"1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,350","1,350","1,350","1,350","1,350","1,350","1,349","1,349","1,349","1,349","1,349","1,349","1,349","1,349","1,349","1,349","1,349","1,349","1,349","1,349","1,349"
"1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154"
"1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404","1,404"
"1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231"
"1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327","1,327"
"1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130"
"1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200"
"1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405","1,405"
"1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,288","1,288","1,288","1,288","1,288","1,251","1,251","1,251","1,251","1,274","1,274","1,274","1,274","1,296","1,296","1,296","1,296","1,296","1,296","1,296","1,296"
"1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,649","1,649","1,649","1,649","1,649","1,608","1,608","1,608","1,608","1,580","1,580","1,580","1,580","1,580","1,580","1,580","1,580","1,580","1,580","1,580","1,580"
"1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306","1,306"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424","1,424"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160","1,160"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,656","1,656","1,656","1,656","1,656","1,667","1,667","1,667","1,667","1,637","1,637","1,637","1,637","1,637","1,637","1,637","1,637","1,667","1,667","1,667","1,652"
"1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120"
"1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303"
"1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126","1,126"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136","1,136"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,238","1,238","1,238","1,238","1,238","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317","1,317"
"1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215","1,215"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120"
"1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200"
"1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406"
"1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180","1,180"
"1,249","1,249","1,249","1,249","1,249","1,269","1,269","1,269","1,269","1,332","1,332","1,332","1,339","1,339","1,339","1,339","1,339","1,339","1,339","1,339","1,339"
"1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200"
"1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307","1,307"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,243","1,244","1,244","1,244","1,244","1,244","1,244","1,244","1,244"
"1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322","1,322"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359"
"1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452","1,452"
"1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212","1,212"
"1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130","1,130"
"1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120","1,120"
"1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101","1,101"
"1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231","1,231"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,529","1,529","1,529","1,529","1,529","1,518","1,518","1,518","1,518","1,518","1,518","1,518","1,518","1,518","1,518","1,518","1,518","1,518","1,518","1,518","1,518"
"1,289","1,289","1,289","1,289","1,289","1,289","1,289","1,289","1,289","1,297","1,297","1,297","1,297","1,318","1,318","1,318","1,318","1,318","1,318","1,318","1,318"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230"
"1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139"
"1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200"
"1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213","1,213"
"1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297","1,297"
"1,923","1,923","1,916","1,916","1,916","1,905","1,905","1,905","1,905","1,899","1,899","1,899","1,899","1,874","1,874","1,874","1,862","1,833","1,835","1,835","1,831"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125"
"1,793","1,793","1,793","1,793","1,793","1,793","1,793","1,793","1,793","1,793","1,793","1,793","1,793","1,793","1,793","1,793","1,788","1,776","1,766","1,766","1,766"
"1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150","1,150"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181","1,181"
"1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303","1,303"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260","1,260"
"1,482","1,482","1,482","1,482","1,482","1,490","1,490","1,490","1,490","1,509","1,509","1,509","1,509","1,509","1,509","1,509","1,509","1,509","1,509","1,509","1,509"
"1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125"
"1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385","1,385"
"1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190","1,190"
"1,636","1,636","1,636","1,636","1,636","1,674","1,674","1,674","1,674","1,699","1,699","1,699","1,699","1,699","1,699","1,699","1,674","1,664","1,664","1,664","1,664"
"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
"1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331"
"1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379","1,379"
"1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115","1,115"
"1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145","1,145"
"1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104","1,104"
